MW,LogP,HBA,HBD,TPSA,RotBonds,AromaticRings,HeavyAtoms,RingCount,Source
104.14899999999997,0.4872999999999999,2,2,40.46,3,0,7,0,Generated
94.157,2.1386000000000003,0,0,0.0,0,0,7,1,Generated
150.26499999999996,3.6990000000000025,0,0,0.0,0,0,11,1,Generated
56.108,1.4163,0,0,0.0,0,0,4,1,Generated
128.196,2.1468,2,0,9.23,2,1,8,1,Generated
122.258,2.0169,2,1,0.0,3,0,6,0,Generated
169.31199999999998,3.1225000000000023,1,1,12.03,9,0,12,0,Generated
86.178,2.442500000000001,0,0,0.0,2,0,6,0,Generated
58.08,1.078,1,1,20.23,0,0,4,0,Generated
94.15699999999998,2.2827,0,0,0.0,1,0,7,1,Generated
166.26999999999998,2.841800000000001,1,0,0.0,0,0,10,2,Generated
90.147,1.0549,2,0,9.23,0,0,5,1,Generated
134.20299999999997,2.852900000000001,1,0,0.0,0,0,9,2,Generated
118.24499999999999,2.350800000000001,1,1,0.0,2,0,7,0,Generated
86.134,1.0428,1,0,9.23,0,0,6,1,Generated
108.16199999999999,-0.11899999999999988,3,2,29.46,2,0,6,0,Generated
150.312,2.795500000000002,2,1,0.0,4,0,8,0,Generated
118.24499999999999,2.4949000000000017,1,1,0.0,3,0,7,0,Generated
66.14999999999999,0.7609999999999999,2,2,0.0,0,0,2,0,Generated
142.26699999999997,2.848200000000001,1,0,0.0,2,0,9,1,Generated
134.269,1.8117999999999999,2,1,0.0,0,0,7,1,Generated
102.202,1.9035,1,0,0.0,0,0,6,1,Generated
134.244,2.0789,2,1,9.23,4,0,8,0,Generated
134.22199999999998,3.0292000000000012,0,0,0.0,3,1,10,1,Generated
194.39,2.891000000000001,3,1,0.0,3,0,10,1,Generated
194.346,2.5577000000000005,4,1,9.23,4,0,10,1,Generated
78.136,1.2125,2,1,20.23,1,0,4,0,Generated
138.20999999999995,1.8896,1,1,20.23,2,0,10,1,Generated
110.15599999999998,2.1504200000000004,1,0,13.14,1,1,8,1,Generated
42.080999999999996,1.1703,0,0,0.0,0,0,3,1,Generated
126.24299999999998,3.0786000000000016,0,0,0.0,1,0,9,1,Generated
116.20399999999998,2.2115,1,0,9.23,4,0,8,0,Generated
78.11399999999999,1.6866,0,0,0.0,0,1,6,1,Generated
